packerid,casingtubingid,packerdepth,packertype,createddate,updateddate,deleteddate,entl_region,entl_country,entl_state,entl_county,entl_offshorecode,region,country,stateprovince,county,field,basinname,district
993658,7543435,10526.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
993657,6372263,0.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,GRAND VALLEY,PICEANCE,
993656,7543352,5348.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993655,6372333,0.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,GRAND VALLEY,PICEANCE,
993654,7543239,5483.0,,2018-11-29 05:24:50.000,2019-02-16 07:25:07.980,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993653,7543227,5896.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993652,7543189,7573.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,ARAPAHOE,,NAM,US,CO,ARAPAHOE,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993651,7543181,6533.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
993650,7543177,3358.0,,2018-11-29 05:24:50.000,2019-03-15 04:24:26.943,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,GRAND VALLEY,PICEANCE,
993649,6376324,0.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,FOUNDATION CREEK,PICEANCE,
993648,7543171,6299.0,,2018-11-29 05:24:50.000,2019-01-17 06:15:12.173,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993647,7543100,6453.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
993646,7543092,5518.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993645,7543058,5416.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,CHEYENNE,,NAM,US,CO,CHEYENNE,WILDCAT,LAS ANIMAS ARCH,
993644,7543057,5512.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,CHEYENNE,,NAM,US,CO,CHEYENNE,WILDCAT,LAS ANIMAS ARCH,
993643,7543056,5480.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,CHEYENNE,,NAM,US,CO,CHEYENNE,WILDCAT,LAS ANIMAS ARCH,
993642,7543042,6126.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993641,6374286,0.0,,2018-11-29 05:24:50.000,2019-03-14 05:57:53.840,,NAM,US,CO,LAS ANIMAS,,NAM,US,CO,LAS ANIMAS,PURGATOIRE RIVER,RATON,
993640,7542918,8202.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,MONTEZUMA,,NAM,US,CO,MONTEZUMA,MCELMO,PARADOX,
993639,6372380,0.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,MAMM CREEK,PICEANCE,
993638,7542860,5540.0,,2018-11-29 05:24:50.000,2019-03-16 05:31:58.860,,NAM,US,CO,KIT CARSON,,NAM,US,CO,KIT CARSON,WILDCAT,LAS ANIMAS ARCH,
993637,7542854,6155.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL CODELL,DENVER JULESBURG,
993636,7542844,5461.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993635,7542797,6052.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
993634,7542707,6115.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
993633,7542681,5794.0,,2018-11-29 05:24:50.000,2019-03-14 05:57:53.840,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993632,7507765,5716.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993631,7542614,5794.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993630,7542497,6810.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,DELTA,,NAM,US,CO,DELTA,PICEANCE HORIZONTAL NIOBRARA,PICEANCE,
993629,7542478,7177.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,LINCOLN,,NAM,US,CO,LINCOLN,GREAT PLAINS,DENVER JULESBURG,
993628,6376235,0.0,,2018-11-29 05:24:50.000,2019-03-02 09:29:48.883,,NAM,US,CO,PHILLIPS,,NAM,US,CO,PHILLIPS,AMHERST,DENVER JULESBURG,
993627,7542420,7240.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ BASIN INJECTION,DENVER JULESBURG,
993626,6372339,0.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,GRAND VALLEY,PICEANCE,
993625,7542361,5494.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993624,7542185,5950.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993623,6372248,8.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,MAMM CREEK,PICEANCE,
993622,7542127,6427.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993621,7541972,6825.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
993620,7541964,7241.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,LINCOLN,,NAM,US,CO,LINCOLN,OLD HOMESTEAD,DENVER JULESBURG,
993619,6372268,0.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,GRAND VALLEY,PICEANCE,
993618,7541930,6903.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,LINCOLN,,NAM,US,CO,LINCOLN,GREAT PLAINS,DENVER JULESBURG,
993617,7541929,7675.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,LINCOLN,,NAM,US,CO,LINCOLN,GREAT PLAINS,DENVER JULESBURG,
993616,7541928,7772.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,LINCOLN,,NAM,US,CO,LINCOLN,GREAT PLAINS,DENVER JULESBURG,
993615,7541925,6148.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
993614,7541851,7166.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
993613,7541770,5633.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993612,7541631,6093.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL CODELL-FORT HAYS,DENVER JULESBURG,
993611,6372270,0.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,GRAND VALLEY,PICEANCE,
993610,7541542,6004.0,,2018-11-29 05:24:50.000,2019-01-17 06:15:12.173,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993609,7541509,10456.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
993608,7541507,4839.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993607,7541498,6047.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993606,6370465,0.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,GRAND VALLEY,PICEANCE,
993605,7541360,6490.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993604,7541299,6994.0,,2018-11-29 05:24:50.000,2019-03-14 05:57:53.840,,NAM,US,CO,LINCOLN,,NAM,US,CO,LINCOLN,GREAT PLAINS,DENVER JULESBURG,
993603,7541268,7076.0,,2018-11-29 05:24:50.000,2019-03-16 05:31:58.860,,NAM,US,CO,LINCOLN,,NAM,US,CO,LINCOLN,GREAT PLAINS,DENVER JULESBURG,
993602,7541267,7714.0,,2018-11-29 05:24:50.000,2019-03-16 05:31:58.860,,NAM,US,CO,LINCOLN,,NAM,US,CO,LINCOLN,GREAT PLAINS,DENVER JULESBURG,
993601,7541266,7026.0,,2018-11-29 05:24:50.000,2019-03-16 05:31:58.860,,NAM,US,CO,LINCOLN,,NAM,US,CO,LINCOLN,GREAT PLAINS,DENVER JULESBURG,
993600,7541122,5100.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,LOGAN,,NAM,US,CO,LOGAN,PEETZ WEST,DENVER JULESBURG,
993599,6372288,0.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,MAMM CREEK,PICEANCE,
993598,6374233,0.0,,2018-11-29 05:24:50.000,2019-03-15 04:24:26.943,,NAM,US,CO,LAS ANIMAS,,NAM,US,CO,LAS ANIMAS,PURGATOIRE RIVER,RATON,
993597,7540873,8477.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,WELD,,NAM,US,CO,WELD,KEOTA,DENVER JULESBURG,
993596,7540859,6324.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993595,7540823,6310.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993594,7540795,6058.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993593,7540747,5361.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,CHEYENNE,,NAM,US,CO,CHEYENNE,MOUNT PEARL,LAS ANIMAS ARCH,
993592,6372355,0.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,MAMM CREEK,PICEANCE,
993591,7540643,6331.0,,2018-11-29 05:24:50.000,2019-01-17 06:15:12.173,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993590,7540640,4061.0,,2018-11-29 05:24:50.000,2019-03-02 09:29:48.883,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,MAMM CREEK,PICEANCE,
993589,7540633,5907.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993588,7540613,8468.0,,2018-11-29 05:24:50.000,2019-03-16 05:31:58.860,,NAM,US,CO,MESA,,NAM,US,CO,MESA,BUZZARD CREEK,PICEANCE,
993587,6374345,0.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,LAS ANIMAS,,NAM,US,CO,LAS ANIMAS,PURGATOIRE RIVER,RATON,
993586,7540534,6242.0,,2018-11-29 05:24:50.000,2019-03-14 05:57:53.840,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993585,7540494,6260.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993584,6372415,0.0,,2018-11-29 05:24:50.000,2019-03-14 05:57:53.840,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,MAMM CREEK,PICEANCE,
993583,7540397,6100.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993582,7540393,7900.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,MONTEZUMA,,NAM,US,CO,MONTEZUMA,MCELMO,PARADOX,
993581,7540316,5425.0,,2018-11-29 05:24:50.000,2019-03-16 05:31:58.860,,NAM,US,CO,MORGAN,,NAM,US,CO,MORGAN,ADENA,DENVER JULESBURG,
993580,7540306,5889.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993579,7540247,4360.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,MESA,,NAM,US,CO,MESA,VEGA,PICEANCE,
993578,6374278,0.0,,2018-11-29 05:24:50.000,2019-03-02 09:29:48.883,,NAM,US,CO,LAS ANIMAS,,NAM,US,CO,LAS ANIMAS,PURGATOIRE RIVER,RATON,
993577,7540137,4444.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,CHEYENNE,,NAM,US,CO,CHEYENNE,LOMA,LAS ANIMAS ARCH,
993576,7540085,6161.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993575,7540075,7475.0,,2018-11-29 05:24:50.000,2019-01-17 06:15:12.173,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,MAMM CREEK,PICEANCE,
993574,7539842,5747.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993573,6372434,0.0,,2018-11-29 05:24:50.000,2019-03-15 04:24:26.943,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,MAMM CREEK,PICEANCE,
993572,7539822,6857.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,LINCOLN,,NAM,US,CO,LINCOLN,GREAT PLAINS,DENVER JULESBURG,
993571,7539820,6964.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,LINCOLN,,NAM,US,CO,LINCOLN,GREAT PLAINS,DENVER JULESBURG,
993570,7539817,7046.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,LINCOLN,,NAM,US,CO,LINCOLN,GREAT PLAINS,DENVER JULESBURG,
993569,6370311,0.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,MAMM CREEK,PICEANCE,
993568,6374243,0.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,LAS ANIMAS,,NAM,US,CO,LAS ANIMAS,PURGATOIRE RIVER,RATON,
993567,7539512,6032.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993566,6374245,0.0,,2018-11-29 05:24:50.000,2019-01-17 06:15:12.173,,NAM,US,CO,LAS ANIMAS,,NAM,US,CO,LAS ANIMAS,PURGATOIRE RIVER,RATON,
993565,7539505,5669.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993564,6374256,0.0,,2018-11-29 05:24:50.000,2019-04-05 06:37:00.317,,NAM,US,CO,LAS ANIMAS,,NAM,US,CO,LAS ANIMAS,PURGATOIRE RIVER,RATON,
993563,7539424,5778.0,,2018-11-29 05:24:50.000,2019-03-16 05:31:58.860,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993562,6374356,0.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,LAS ANIMAS,,NAM,US,CO,LAS ANIMAS,PURGATOIRE RIVER,RATON,
993561,7539411,6293.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
993560,6374405,0.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,MESA,,NAM,US,CO,MESA,PICEANCE HORIZONTAL NIOBRARA,PICEANCE,
993559,6374347,0.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,LAS ANIMAS,,NAM,US,CO,LAS ANIMAS,PURGATOIRE RIVER,RATON,
993558,7539204,6840.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,MESA,,NAM,US,CO,MESA,BRUSH CREEK,PICEANCE,
993557,6374323,0.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,LAS ANIMAS,,NAM,US,CO,LAS ANIMAS,PURGATOIRE RIVER,RATON,
993556,7539200,5809.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993555,6374377,0.0,,2018-11-29 05:24:50.000,2019-03-14 05:57:53.840,,NAM,US,CO,LAS ANIMAS,,NAM,US,CO,LAS ANIMAS,PURGATOIRE RIVER,RATON,
993554,7539105,5282.0,,2018-11-29 05:24:50.000,2019-01-17 06:15:12.173,,NAM,US,CO,CHEYENNE,,NAM,US,CO,CHEYENNE,MOUNT PEARL,LAS ANIMAS ARCH,
993553,7539103,2326.0,,2018-11-29 05:24:50.000,2019-01-17 06:15:12.173,,NAM,US,CO,MOFFAT,,NAM,US,CO,MOFFAT,WILDCAT,GREEN RIVER,
993552,7539102,7021.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
993551,7539058,4727.0,,2018-11-29 05:24:50.000,2019-01-17 06:15:12.173,,NAM,US,CO,LOGAN,,NAM,US,CO,LOGAN,PADRONI WEST,DENVER JULESBURG,
993550,6372361,0.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,GRAND VALLEY,PICEANCE,
993549,7538955,5297.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993548,6372389,0.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,PARACHUTE,PICEANCE,
993547,6374385,0.0,,2018-11-29 05:24:50.000,2019-01-17 06:15:12.173,,NAM,US,CO,LAS ANIMAS,,NAM,US,CO,LAS ANIMAS,PURGATOIRE RIVER,RATON,
993546,6374397,0.0,,2018-11-29 05:24:50.000,2019-03-02 09:29:48.883,,NAM,US,CO,MESA,,NAM,US,CO,MESA,GRAND VALLEY,PICEANCE,
993545,7538761,6575.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,GRAND VALLEY,PICEANCE,
993544,6374247,0.0,,2018-11-29 05:24:50.000,2019-03-15 04:24:26.943,,NAM,US,CO,LAS ANIMAS,,NAM,US,CO,LAS ANIMAS,PURGATOIRE RIVER,RATON,
993543,7538686,5631.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993542,7538508,7237.0,,2018-11-29 05:24:50.000,2019-01-17 06:15:12.173,,NAM,US,CO,LINCOLN,,NAM,US,CO,LINCOLN,MANASSAS,DENVER JULESBURG,
993541,7538396,5963.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL CODELL,DENVER JULESBURG,
993540,6374267,0.0,,2018-11-29 05:24:50.000,2019-03-14 05:57:53.840,,NAM,US,CO,LAS ANIMAS,,NAM,US,CO,LAS ANIMAS,PURGATOIRE RIVER,RATON,
993539,7538280,8154.0,,2018-11-29 05:24:50.000,2019-01-17 06:15:12.173,,NAM,US,CO,DOLORES,,NAM,US,CO,DOLORES,DOE CANYON,PARADOX,
993538,7538262,5740.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993537,7538258,6008.0,,2018-11-29 05:24:50.000,2019-01-17 06:15:12.173,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993536,7538257,5580.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,MORGAN,,NAM,US,CO,MORGAN,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993535,7538255,7258.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
993534,6374351,0.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,LAS ANIMAS,,NAM,US,CO,LAS ANIMAS,PURGATOIRE RIVER,RATON,
993533,7538094,5712.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993532,7538085,5662.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993531,6370487,0.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,MAMM CREEK,PICEANCE,
993530,7537868,5472.0,,2018-11-29 05:24:50.000,2018-11-29 05:24:50.000,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993529,7537862,7903.0,,2018-11-29 05:24:50.000,2019-03-16 05:31:58.860,,NAM,US,CO,LINCOLN,,NAM,US,CO,LINCOLN,MONARCH,DENVER JULESBURG,
993528,7537851,4656.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,GRAND VALLEY,PICEANCE,
993527,7537787,4941.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,GRAND VALLEY,PICEANCE,
993526,7537786,5517.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,RIO BLANCO,,NAM,US,CO,RIO BLANCO,RANGELY,PICEANCE,
993525,7537766,5736.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,DJ HORIZONTAL NIOBRARA,DENVER JULESBURG,
993524,7537746,5001.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,PARACHUTE,PICEANCE,
993523,7537702,7096.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,WELD,,NAM,US,CO,WELD,WATTENBERG,DENVER JULESBURG,
993522,7537700,5599.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,MORGAN,,NAM,US,CO,MORGAN,ADENA,DENVER JULESBURG,
993517,6372241,0.0,,2018-11-29 05:24:50.000,2019-06-05 04:03:06.393,,NAM,US,CO,GARFIELD,,NAM,US,CO,GARFIELD,GRAND VALLEY,PICEANCE,
993516,7537408,0.0,,2018-11-29 05:24:50.000,2019-04-18 04:22:31.880,,NAM,US,CO,LAS ANIMAS,,NAM,US,CO,LAS ANIMAS,PURGATOIRE RIVER,RATON,
993515,7537376,5608.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,EL PASO,,NAM,US,CO,EL PASO,WILDCAT,DENVER JULESBURG,
993514,7537375,6136.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,EL PASO,,NAM,US,CO,EL PASO,WILDCAT,DENVER JULESBURG,
993513,7537371,5502.0,,2018-11-29 05:24:50.000,2019-01-17 06:15:12.173,,NAM,US,CO,MORGAN,,NAM,US,CO,MORGAN,ADENA,DENVER JULESBURG,
993512,7537336,6856.0,,2018-11-29 05:24:50.000,2019-05-02 04:36:03.550,,NAM,US,CO,LINCOLN,,NAM,US,CO,LINCOLN,WILDCAT,DENVER JULESBURG,
